sector;province;2014-09;2015-09;2015-08;2014-10;2015-10;2014-11;2015-11;2014-12;2015-12;2015-01;2016-01;2015-02;2016-02;2015-03;2016-03;2015-04;2016-04;2015-05;2016-05;2015-06;2016-06;2015-07;2016-07;2016-09;2016-08;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2018-12;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-07;2020-06;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-12;2021-11;2022-01;2022-02;2022-03;2022-04;2022-06;2022-05;2022-08;2022-07;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Demir ve Demir Dışı Metaller ;AYDIN;821.07068;1263.46617;915.88923;1140.56842;1145.73644;714.37703;794.42683;308.48965;600.83408;822.30453;746.89131;705.64708;787.3686;1173.01549;1024.23143;839.02142;1314.53139;702.41074;849.35591;956.47678;900.22173;1101.75379;594.74599;811.52247;638.77811;562.80415;460.48155;605.91374;803.12645;771.33086;734.86413;1260.62414;921.82571;1306.68178;942.48505;1289.2644;799.87233;1293.60107;887.97727;887.97727;1143.80496;1317.24783;1358.6655;749.46055;1096.11946;928.20602;842.07376;950.10514;867.5141;1052.10212;1306.09729;1190.48278;686.58611;1031.27305;1216.07224;1026.22358;3287.35875;884.12228;795.86325;1187.67613;922.66736;871.54074;666.84529;721.35626;1039.43026;909.74452;778.12064;807.09122;483.90657;957.07588;972.39577;931.68153;949.02915;1218.37539;1203.63459;1155.54316;1585.00842;1508.61941;1397.38395;1432.5797;1317.03846;1636.69961;1539.85661;1608.17727;1336.67431;935.34018;1204.82565;1419.43792;1612.50609;1959.88287;2093.86324;1514.7545;3002.20442;1139.1388;1870.88896;1877.28502;1812.17363;1639.89331;1664.76131;1252.76448;2619.81047;1930.75274;2451.92979;2326.94116;2334.33464
 Deri ve Deri Mamulleri ;AYDIN;16.33866;24.46673;39.70868;12.8151;56.79062;23.41208;51.49864;11.68259;9.79708;27.0407;50.81599;14.18697;46.84561;26.43239;44.71121;24.35102;59.56911;17.54698;19.08535;20.10673;17.51296;3.92496;1.70001;17.21348;31.30426;24.84338;24.78086;3.94812;99.63634;19.1205;26.37178;72.54336;158.56534;37.50025;6.34799;40.86698;1.03889;90.90419;54.47524;54.47524;36.79264;93.8598;0.3982;34.88448;22.22216;17.92471;1.7371;39.97183;28.98645;12.2852;25.31177;28.99343;22.2007;0.06647;26.94688;17.43365;0.60713;46.05236;1.26206;1.24822;9.24379;0.018;21.07725;0.65854;15.66624;6.147;0.35;0.0;0.0;0.00234;5.41779;0.33617;0.0;13.73538;0.0;8.90398;0.0;0.1134;0.58269;4.17119;0.0;0.16815;5.51255;1.87432;0.0;0.46118;0.08844;0.0;8.63187;269.77579;96.74726;407.71427;29.22092;114.97808;76.74399;0.0;29.26933;4.56224;1.8413;62.88529;20.1029;50.14558;238.29369;98.59941;147.13223
 Diğer Sanayi Ürünleri;AYDIN;0.0;0.0;0.0;2.31677;0.0;0.15345;0.23067;0.0;0.16753;0.0;0.02;0.0;0.0;0.21285;11.0;0.0;0.002;0.0;6.13309;0.09432;0.0;0.0;0.0;0.0;0.0;0.1525;0.0;1.6591;10.216;0.0;0.36051;0.0;0.10917;0.0;0.0;26.17602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.72463;0.0;0.03164;0.0;4.44579;0.66218;0.39793;0.0;0.0;5.065;4.95468;3.72444;7.32246;0.06;0.71983;1.09994;0.065;14.10072;0.0;3.35816;0.0;14.80849;6.43621;0.0;25.12;9.34614;3.51399;0.005;0.01682;0.00588;0.015;0.0;0.92726;0.0;5.04456;0.0;0.59;0.93955;0.00737;5.65437;0.0;3.33984;0.40864;0.0;0.0;3.94972;0.00855;6.91353;0.44952;0.0;0.0;0.1931;0.0;0.0;0.0;0.86661;0.001;12.76;9.24445;27.19407
 Elektrik ve Elektronik;AYDIN;115.18289;132.60315;131.34866;347.22989;254.82655;284.59888;114.17191;927.13711;92.5109;320.92692;46.59631;291.54678;62.70783;557.50587;96.46261;85.0038;88.63773;81.43;124.82224;205.06683;121.43614;118.06628;89.34343;86.01169;134.39644;108.03742;173.6353;128.87274;153.9036;74.28826;181.22972;132.53497;248.18528;91.87435;169.14562;335.033;218.50291;580.18721;317.71607;317.71607;120.22352;483.37197;383.56276;436.75444;210.89676;251.40559;233.90636;304.99185;201.67575;228.90867;164.07696;234.2509;2851.78184;308.97853;349.65327;255.56955;1601.28684;152.04965;413.51678;244.30606;100.22169;214.66452;238.32449;300.76699;294.3645;157.16272;256.47261;194.69637;1000.30572;230.9846;300.05746;327.56038;177.58991;227.54138;264.84382;468.05596;299.42055;226.59662;437.01412;1065.75252;750.74388;498.12612;433.64743;323.5566;801.58601;348.24277;660.12998;446.25023;586.14949;481.68946;400.17744;534.57764;371.18838;410.26358;398.09229;737.13701;374.59288;526.69145;515.88737;404.04594;520.48345;514.45351;564.91313;495.05952;408.81572
 Fındık ve Mamulleri ;AYDIN;156.51;179.535;0.0;824.075;0.0;291.823;101.836;76.1;0.0;298.3;0.0;0.0;0.0;305.24368;0.0;301.805;46.81962;0.0;72.88;240.80318;35.81659;0.0;28.0;2.34533;93.8952;0.0;12.10027;0.0;56.52771;27.8291;191.37;18.42406;16.0;127.45;39.33;84.9066;55.1696;136.232;225.55135;225.55135;222.01565;240.83;167.0682;35.08502;147.33969;126.06502;79.5;113.59971;319.78575;444.76209;581.20035;227.06343;13.29273;8.1;132.05457;156.832;221.83401;164.04026;26.51345;0.0;614.1595;712.64841;1013.73352;405.09353;353.61135;170.12757;260.73195;174.45705;143.05795;32.20386;0.0;360.00073;64.2869;13.90193;155.84411;21.0;150.0;23.2453;33.6;122.7591;173.77497;34.0336;44.35061;185.31801;500.24099;293.3919;205.00169;1131.43938;283.51267;536.85087;276.10548;377.09778;237.9932;711.12849;349.40172;268.84073;406.96046;101.98281;182.45335;206.81194;49.82393;146.76653;110.69286;246.54164;243.40861
 Gemi, Yat ve Hizmetleri;AYDIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.43536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.61595;0.0;43.51038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.15;0.0;0.09064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.47325;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.23069;0.0;0.0;0.0;0.0;0.0;0.0;42.09426;0.0;36.99771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Halı ;AYDIN;350.62731;144.34102;169.65163;615.20806;518.73065;365.15713;235.7831;76.14534;21.34841;0.0;2.97317;0.0;3.96753;0.0;17.094;79.85066;95.05716;125.17881;135.534;156.11705;182.78017;250.04766;152.05344;275.92423;43.80613;252.393;118.649;1.662;0.0;0.27959;0.0;31.85809;72.054;32.953;93.51878;0.07016;72.175;193.3261;79.85549;79.85549;1.99539;12.31451;0.67599;69.01845;98.98886;165.0825;59.65641;151.93708;103.58213;243.43083;200.02184;6.79274;0.0;0.0;27.93486;169.42075;280.38448;157.88176;178.58749;97.08291;170.52735;248.85141;151.04915;10.0;42.57539;0.756;5.55875;0.0;0.69696;0.15617;0.0;4.03023;0.4575;0.0;0.62088;0.23179;0.09725;0.89969;5.85239;0.50816;0.04816;138.35647;13.96823;31.27472;52.95496;0.14144;24.96879;154.77855;61.1138;87.2491;3.12742;64.46368;253.25711;240.85771;96.62841;253.96512;307.93553;284.25346;199.4021;131.51051;86.5461;6.07863;41.73554;64.35618;163.52565
 Hazırgiyim ve Konfeksiyon ;AYDIN;4549.58169;3152.75586;4990.63161;4685.76263;3047.09747;4967.65518;3471.78111;5136.2027;4719.18491;3994.92036;2955.74207;3748.79609;3112.32147;3914.87278;3114.84069;4194.16775;3638.07659;3815.20427;3842.16948;3862.88839;3266.27507;4585.9174;3007.66597;3521.14332;3187.83703;3371.30835;3234.0298;4618.07504;3207.02296;4435.83402;4787.48239;3051.92782;4041.50971;3713.60159;2857.36745;3121.21551;3455.98576;1751.96714;566.83958;566.83958;273.45418;228.29617;375.26601;248.05703;259.45763;411.28336;435.02688;321.58792;628.34616;1006.09206;425.73201;125.08915;58.2871;228.38183;346.08826;664.48071;506.31352;244.05718;248.9738;304.42352;230.95016;101.84504;271.2557;181.42;94.89091;404.35033;70.28604;52.58618;11.96372;182.01572;713.46936;61.29664;117.81484;262.33114;143.1362;410.67959;167.34625;168.46689;372.43039;480.18209;345.1384;476.38037;350.52131;472.91244;578.08659;765.69572;736.89071;818.69091;782.96474;825.70697;1449.56587;793.87657;554.23691;351.2978;269.63958;622.7412;655.48644;581.43147;611.02906;591.52626;553.34335;821.09536;735.51082;1014.93235;619.4528
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;AYDIN;63.52881;5.33;51.84636;86.63891;93.46806;67.67393;27.04834;141.90208;148.31915;153.81548;52.45472;130.26708;43.03351;41.82955;55.41238;55.42225;15.14806;25.67107;51.0331;57.75502;95.2372;16.68251;19.89744;38.99591;35.56381;18.48175;118.23789;70.32764;33.66224;206.01605;227.83585;109.11232;82.66311;29.1536;100.88452;62.88817;10.78373;43.49665;137.96542;137.96542;70.34822;67.91781;554.48095;167.20903;94.75305;1.7093;28.53758;62.17697;135.52303;486.98432;211.80829;58.36191;86.85565;156.55645;152.68425;105.63993;171.90768;14.05871;285.51039;37.25568;103.48964;154.3123;140.43275;167.90802;109.96123;139.25505;437.05514;228.35386;112.01125;33.56905;66.9441;53.22616;171.93127;152.88123;289.40315;219.44587;307.95988;353.76459;207.43201;114.87525;195.33211;180.77493;38.8255;216.0319;160.7767;194.00955;399.51841;322.11624;278.3024;251.84045;287.24916;327.35248;809.46258;105.32288;153.72953;90.8104;81.08598;90.2495;279.2667;216.02568;177.61979;158.32204;225.06998;433.40218;1098.57505
 İklimlendirme Sanayii;AYDIN;2180.0494;1841.55488;1644.3826;2615.53995;2380.13737;2350.04191;1900.34871;2136.49331;981.15829;1188.48797;661.08117;1383.64287;1072.47473;1329.78639;1718.86321;1119.42323;1344.53548;1431.95081;1899.86195;1398.10713;2310.07803;1323.76804;1978.57474;2149.86536;2565.33293;2642.55228;2116.46159;2491.15666;1941.83985;1738.2718;2200.24467;1593.46949;2241.55644;2018.38206;2362.76764;2567.60671;2225.84629;3162.9711;2799.23789;2799.23789;1569.67031;1691.02531;2058.13918;1344.02079;1316.7336;1931.64054;1730.79507;1687.54827;2583.13308;1758.85733;1722.00014;1172.33837;999.96012;1141.94895;1547.83734;1544.23123;2706.78372;2167.35681;3181.60945;3103.45628;2897.27141;3467.55537;2532.10706;1242.90151;1488.49669;1226.96152;1495.65718;1056.36826;1307.15042;2775.5501;2078.59288;2432.26938;2386.35816;2948.96466;1691.62035;855.62198;1149.63086;2701.33547;2038.1299;2558.27242;2693.83855;2784.69826;2346.13258;2317.40258;3439.85057;3459.39351;1932.43703;2689.50732;1682.61876;2250.59948;2074.28916;2383.11318;2614.71417;2849.69383;1117.40712;1069.12273;2509.50877;3033.26213;1479.94368;1643.41903;858.04348;1155.88655;2096.27649;1715.5495;1842.88939
 Kimyevi Maddeler ve Mamulleri  ;AYDIN;3025.72629;1966.17176;2192.86478;2234.8299;2587.5693;2571.26588;1846.81842;2997.08457;2031.77606;2946.86228;1729.94558;2219.32327;1650.26268;2582.18145;1918.93156;3690.19311;1686.22933;2562.58777;1863.39376;2442.23266;2279.484;2327.25166;1736.75842;1980.89747;1893.74663;2258.00866;2121.24332;1632.32814;2027.69195;2260.18699;2410.8369;1794.65079;1718.66229;1951.2121;1776.1189;3092.17246;2268.50523;3497.15776;2833.36929;2833.36929;3054.32251;3906.46833;2573.62909;3068.68466;3626.66887;3536.49276;3364.89165;3501.9025;3546.88646;4552.26346;4151.56203;4364.18529;3657.19897;3826.9529;2691.5338;3767.97702;3815.18418;2675.50923;3265.55029;4202.29464;3838.7035;3654.41885;3534.37599;3750.48009;3999.5625;3024.80093;4936.99459;3452.85419;2148.92003;3859.95637;2383.37675;3010.3041;3477.20606;2577.7568;3041.58012;3497.94117;3074.97401;3631.20518;3746.53743;3234.23033;1456.80421;1107.1336;736.77449;1139.75424;1230.51976;1107.63102;967.79355;1333.8967;1238.38787;1295.68093;1831.25465;1805.45184;1461.5719;1098.89991;1676.469;1544.12578;1631.28273;2042.70198;1970.90803;2725.4057;2285.13815;2041.68403;3626.33263;2043.19653;2459.34168
 Kuru Meyve ve Mamulleri  ;AYDIN;6379.46009;4868.63632;3893.45415;28797.25474;28220.73209;19022.34529;17155.28141;14415.67113;13363.68424;8578.04792;6771.57921;8192.18557;8377.95401;7615.51155;8506.25282;7808.93768;9344.12724;5103.91172;7717.76531;5646.98086;5177.64685;2714.67353;3009.8215;12258.51736;2104.67174;17371.44269;16940.32654;10096.97086;6716.97262;5634.0504;8263.83696;6769.9328;5657.5962;4243.88918;2803.89932;3252.03751;3660.8703;29576.69652;23919.838;23919.838;8854.08003;9230.21845;9594.3803;8529.28537;6805.00524;5762.89234;4239.69173;6587.26676;15788.02288;22175.74206;17605.04644;8083.43616;9964.88868;6922.52101;8106.09091;7646.926;7525.6184;3778.60785;4701.71638;3790.39105;19200.28276;25777.96643;19217.09141;11991.88198;9682.03353;8020.27469;10416.58704;8149.74672;4215.53119;9022.52258;6933.68814;4537.18459;16048.83175;29718.17625;22234.23685;12529.29032;9742.28013;7985.06236;8276.08379;7063.78306;7864.84027;8418.69569;6580.74603;9718.26416;13018.74727;36920.09674;17508.25856;23911.02805;9271.14474;11113.48902;12470.42038;7205.57734;8807.81952;5199.70188;8165.4892;4954.47348;13612.99417;29118.02402;21604.1271;16379.51993;14049.49331;14547.04836;16334.25784;7530.23172;8331.24585
 Madencilik Ürünleri;AYDIN;7909.14146;6489.18528;10329.66256;9043.09871;8822.54158;6482.95484;7686.70214;5426.08879;4426.65722;4922.88086;8374.88237;7913.40259;7053.35597;8487.27318;9814.35636;11465.02783;10802.60706;9944.32967;9296.62973;10495.6336;12059.75177;10250.25264;7451.90512;12242.51659;8187.52885;10059.02696;8208.02517;5495.19377;8628.01721;9263.34984;12860.15258;11649.54913;11466.13128;12413.82647;11166.6254;9883.60458;9941.90131;12000.16226;9379.36621;9379.36621;9989.22587;10900.01816;15067.68991;12944.9985;15698.68083;14925.65165;12492.25053;13075.15299;11339.75697;10716.86356;15645.10171;10246.67623;9000.71421;9606.1692;12882.56716;15299.16275;19339.79519;10865.84391;17350.97814;12673.81225;14031.65799;16366.00281;16125.05732;9806.42404;14268.30916;10567.42182;12231.85022;12117.95716;10801.19027;13126.38004;12603.35414;9357.97301;15208.47493;15884.29792;14158.68922;12327.94234;16339.04615;12693.67896;18306.10172;18016.56287;18408.24815;16534.11591;12556.29175;19074.77063;16466.86919;21205.82013;14499.82361;15525.10478;17290.6135;14927.52108;19645.4178;24210.84691;27686.09866;18100.62477;19605.58607;21755.1723;20087.12304;22408.80436;12925.64742;14140.26201;9620.34516;16132.36391;19489.177;11864.60069;19082.45732
 Makine ve Aksamları;AYDIN;9369.39745;4642.54211;4593.57061;7009.18297;5877.51871;4328.21145;3906.79373;5849.50178;3555.1787;3184.50832;1340.53953;3460.87507;2246.45219;4475.74113;2812.21477;3804.36039;3811.81316;3434.4447;3043.57507;3854.64473;2662.80933;2868.87354;2756.23683;5525.69741;5217.5458;3735.08785;2438.45709;3773.11402;1308.35164;3292.68525;4542.126;2439.39769;3149.15833;4913.7206;6147.33011;7265.1376;6900.72983;8880.00897;3942.57033;3942.57033;2562.95297;3602.28951;2753.23836;4651.84693;5407.43238;3943.49154;3890.50335;9555.93917;3773.47585;7018.71952;7864.95501;2190.43761;3889.69232;3978.99806;5466.32748;3992.08844;8493.77872;2709.65807;5661.53515;4389.58941;6336.59726;9375.79833;4786.26454;6553.50581;6446.28754;3503.26489;6079.53397;2319.79619;3114.15266;5812.89855;5306.86183;6265.84707;6026.92475;8320.44677;6509.70018;4772.96272;3888.77374;3886.29474;6038.24489;5679.25498;6111.14922;7428.70676;8726.77528;11008.65348;11122.82503;9637.51366;7889.46736;8481.39624;6663.69397;5924.75609;8862.88053;7155.87727;10318.90766;7020.77461;11889.8491;6170.63236;10849.17954;11839.4608;9833.89814;10122.82843;4963.87777;6007.29218;10427.62203;7534.50495;8553.44838
 Meyve Sebze Mamulleri ;AYDIN;1664.62848;1866.32498;1886.85232;2462.57561;1809.34329;1988.10137;2476.11018;2514.28804;2225.95215;2117.10877;1651.58567;2109.39059;1768.5286;2839.90146;2418.8876;1838.72133;2524.26942;2326.99671;2644.07495;1071.89782;1935.99075;2109.47515;1039.57535;2353.16743;1873.99638;2666.53335;2625.90197;3548.00901;2791.04161;2386.48676;2484.80954;2281.28327;2628.93247;2384.93988;2196.41951;2261.24763;2667.75741;2936.90421;3781.92288;3781.92288;3053.0052;2507.3253;2597.56679;2814.12258;2015.02173;2716.85132;2547.35118;2049.61666;3325.78498;3387.38517;4230.36539;3913.75541;2861.44128;2735.53567;2568.47572;2439.38406;2729.05299;1595.49342;1975.24909;2887.74631;3017.48395;3999.2686;3169.74665;2976.59693;3318.90829;2778.69243;2827.57297;1982.79098;1653.96285;2422.27736;1568.97549;2901.60473;3266.2063;3703.04276;3170.56373;3514.03228;2743.22866;2334.04323;2234.08632;3470.6164;3212.48295;3680.76485;2251.03537;2741.03615;4121.18482;3916.78514;4185.65758;3618.81784;3773.21552;3505.30366;3975.88001;3530.88118;3282.41224;2946.32198;3972.63407;3051.05261;4725.96249;3668.87277;4577.08975;5203.81553;4751.24853;3427.25895;5105.08935;4688.9578;5319.99818
 Mobilya, Kağıt ve Orman Ürünleri;AYDIN;249.91319;170.10472;368.97185;277.52829;375.66929;352.05103;249.67987;305.70115;293.22415;388.09488;258.02565;351.00019;264.12217;331.90747;416.08496;363.05335;344.25302;398.19498;280.60185;307.89098;264.99315;290.29202;317.63973;332.99775;411.71637;298.92553;370.10532;285.8815;56.19888;139.3229;257.34666;344.83723;213.94057;239.65782;229.45762;172.31724;165.72041;209.77657;264.30673;264.30673;382.91426;1109.35681;857.93204;496.41706;768.80704;302.31295;236.27412;107.56019;138.21482;79.073;199.98911;350.82914;361.84154;127.25596;196.4407;93.07319;169.54361;57.96766;162.18386;152.48823;94.97303;52.61991;157.26638;166.20685;203.23153;161.11015;298.85827;144.77666;102.89345;183.04611;139.23266;148.81019;129.19061;252.48653;181.80544;159.03844;93.95228;127.74095;137.04881;176.99805;99.93003;244.75571;192.11119;174.06847;389.47327;299.07516;684.9709;548.84817;534.92724;539.93057;678.98839;760.34138;409.34736;379.12403;469.25169;192.18013;341.52882;371.60494;432.78707;382.3815;694.01511;492.95458;422.35917;352.6875;472.84668
 Mücevher;AYDIN;869.43684;6.48358;0.0;0.063;3.69061;10.77675;1.14815;50.06983;0.0;0.0;0.20054;0.02742;0.0;2.20502;0.15425;385.40596;1.10871;948.53315;0.91466;0.0;0.11998;0.26453;6.24895;108.76211;0.0;0.09607;121.51995;0.0;220.0;225.49658;154.0;11.56684;0.0;28.25177;0.0;443.20633;0.29824;0.0;0.0;0.0;0.0;17.42613;670.4175;5.61121;4.30872;0.80206;24.64345;0.0;0.38901;0.0;0.06087;0.0;0.0;0.0;0.0;0.02438;0.2015;2.30388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.30652;2.5;6.445;0.0;0.0;6.3845;0.0;18.01315;0.0;6.95;4.985;24.0;0.12963;10.7094;0.0;12.375;0.0;13.1538;0.0;23.145;23.06735;0.00794;27.693;29.4185;0.0387;0.29095;9.27105;0.98397;53.051;0.0;4.93686;305.96751;20.10456
 Otomotiv Endüstrisi;AYDIN;4782.90602;3706.0793;4513.60025;4295.76327;4912.84211;5359.58201;3632.08279;4738.53569;3162.24978;4741.18166;3830.65981;4142.52595;3857.5744;4083.27653;5180.25724;4235.77626;4831.42593;4401.53145;4157.67668;4066.26717;3464.91444;3872.18993;3279.38718;4870.57096;4699.74655;7316.04548;4179.56916;4897.98736;4199.72869;4350.82322;5264.46836;5602.21222;5734.82281;6568.35055;6099.91188;7163.61116;5034.94742;7072.92199;6271.26683;6271.26683;6221.7796;6031.10546;6145.06677;5189.61359;6408.74445;5987.18052;7283.23285;5743.63711;5865.31176;7221.75328;7367.57823;4915.91875;5918.06429;5753.89522;6112.86207;7104.18691;8776.3552;4434.26473;7639.41734;7119.15941;6480.24992;7312.70514;5598.67309;7570.22043;5704.34759;6202.59186;9525.13749;5991.77285;5848.81707;7788.38344;7333.93513;6797.15771;7867.3174;6216.3101;8217.70061;9528.28301;5631.27699;10292.07833;8974.8595;10254.44536;11322.59268;11831.17426;11315.7418;11820.4334;14131.74141;11932.39458;15482.04691;12094.49388;9051.34474;13784.70665;14038.98739;15025.88745;20108.32236;13843.6732;13797.86778;10631.78066;13258.90108;13251.62573;13199.74767;13388.00402;9390.17007;14794.31376;14961.40886;8708.67537;15892.53429
 Su Ürünleri ve Hayvansal Mamuller;AYDIN;0.0;0.0;24.091;22.425;0.0;26.364;0.0;0.0;24.4255;51.54;45.5;103.598;72.5;122.345;87.25;101.2955;60.0;42.375;0.0;0.0;18.0;112.3355;52.468;83.639;99.9;105.007;92.512;126.226;91.948;98.578;108.42712;147.057;216.45731;112.4225;44.795;137.092;253.80543;203.115;275.922;275.922;257.862;204.706;262.473;115.01;166.45;95.709;188.112;194.089;207.7466;153.423;370.40487;317.70006;225.254;184.432;235.14565;160.21588;50.38224;0.0;0.0;11.94429;6.523;32.67956;31.58;54.548;150.34341;61.59648;14.4466;0.0;3.968;155.03353;44.351;33.93126;12.22508;108.23585;112.54387;106.26996;17.29826;134.09796;362.4101;179.9716;158.40199;32.33567;19.8;175.71732;137.584;160.8448;112.482;99.204;191.07139;171.84999;290.03883;481.4527;137.03232;313.8571;306.16406;153.6955;109.21601;135.198;255.91473;187.43401;415.67399;217.33406;378.36561;478.2248;358.52534
 Süs Bitkileri ve Mamulleri;AYDIN;0.0;46.76796;0.0;0.0;7.717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.979;0.0;1.04817;0.0;0.0;53.04205;0.0;0.0;28.118;0.0;0.0;0.2592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.6211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.2782;18.6173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.06;23.12;35.3;0.0;57.955;65.62;174.939;22.6792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.06199;92.742;592.45885;331.45307;180.05098;0.0;16.82686;0.0;19.00329;0.0;12.05;0.0;0.0;72.30056;92.02221;3.51209
 Tekstil ve Hammaddeleri;AYDIN;3038.18204;1459.30371;658.58751;1993.42547;1544.7295;2686.02423;1690.00847;1955.80052;1477.57648;1236.4345;837.76646;1224.68214;1025.03086;1385.57789;1881.5926;1510.28332;1034.78596;2148.96372;1956.61023;917.1696;1505.22525;1298.57983;778.06509;1765.31082;821.90841;1357.56945;1211.30137;1172.11344;967.75173;964.41345;2580.45791;1865.08566;1708.77512;2651.0632;2469.08029;2026.19512;1896.01607;1922.85981;2339.28947;2339.28947;2268.8635;2743.67682;2004.83458;1947.65029;1930.36007;1124.63985;1601.98913;708.89557;1249.22215;1761.97612;4903.41769;1877.94691;1854.22527;2091.41435;2338.93069;2100.32478;3887.71972;1211.21057;2313.65036;1166.87483;2399.05467;2276.80356;2446.38052;1875.45831;1999.69224;2256.04995;2169.20632;788.5449;1221.00381;1228.87171;1096.98143;1146.4321;2097.15355;2317.11281;2318.24636;1493.03476;1293.42516;1671.89954;1976.59008;1228.64172;1175.58485;1895.00931;1800.7417;2097.96295;2005.29826;2383.06107;3906.86294;2780.81038;2653.07224;4137.53247;3227.67252;6695.87638;1910.24759;2968.32798;2271.92983;2220.44338;2638.34735;2741.85561;3114.37113;2905.3544;3080.73122;6278.91047;4738.38273;3792.99797;3183.38267
 Yaş Meyve ve Sebze  ;AYDIN;111.07411;0.0;243.10972;627.24251;476.24334;4488.84592;1400.18768;3289.41347;1816.19136;732.09301;607.00158;434.68315;662.4457;163.2825;543.32987;120.79058;373.21936;52.52726;197.08501;337.5123;377.53235;314.35394;204.81002;220.76234;203.88075;925.42322;2635.70939;1019.15894;329.9198;22.37478;188.93259;309.60828;131.47891;242.49335;479.72725;384.13341;120.35181;695.65496;6700.67375;6700.67375;1547.85221;444.83464;928.71909;1022.44751;1015.55151;1418.61691;471.84312;203.54916;147.00132;5070.54865;6786.8118;401.25894;2176.57528;378.89355;178.0975;1534.57294;838.45368;1487.03432;730.81698;286.41511;281.3123;2196.71196;7542.13028;3167.51954;517.63835;86.81919;93.71543;1722.23814;2177.41065;1504.8411;2363.22581;458.87309;371.40729;1146.41399;4459.59302;5465.70703;1048.64859;300.5824;235.53357;2052.4939;2543.43565;1320.23321;693.07507;565.67221;318.30247;2054.04148;4752.30588;6138.66549;1662.95814;527.04213;844.47651;2118.83089;868.45147;1351.6899;349.09699;552.26117;527.50675;1781.81408;6753.74471;6978.16325;2133.80672;2747.48892;2044.99323;2555.15896;2437.11144
 Zeytin ve Zeytinyağı ;AYDIN;1819.0855;1072.5029;888.24156;1255.29803;1131.68748;1644.61551;1511.82191;1809.79031;1552.19581;1551.58343;1407.44085;1898.34972;1496.6565;1564.64952;1687.44549;1505.40057;1452.40237;1251.80635;1029.12031;1338.8779;1122.24235;1294.74538;669.20439;1730.86186;957.45387;1460.70813;1707.51301;1611.49817;993.06492;988.99063;2194.51081;1919.06155;1678.29398;1988.52907;1530.14364;2961.1673;1215.07125;2513.21456;4064.56182;4064.56182;2303.07394;5077.39555;2421.63804;1715.60556;1898.22459;1174.3639;1565.94773;1067.36446;1985.85172;2451.65395;2500.23338;1865.28999;2119.72038;2775.18407;2927.45999;2461.71597;2326.79026;1971.26007;1755.24988;1528.49894;2299.22594;2146.73863;3031.77283;3067.29549;2279.82446;2549.2654;2733.7897;1767.20487;1880.73574;1854.50341;2211.64502;1443.44785;2718.16477;2649.94827;2214.78514;2254.10269;1467.0103;2013.90112;2162.42902;4048.2518;3121.62395;1848.7852;1428.33943;2363.21295;3790.56671;2437.50888;2677.81929;2329.75027;3983.4995;3575.66663;3943.9352;4129.21926;2662.3133;3087.42856;2592.79236;2501.65462;2052.52723;3181.69077;7020.53075;13359.61653;9556.11654;6454.82104;6478.59217;4482.04501;5340.71149
