sector;province;2014-09;2015-09;2015-08;2014-10;2015-10;2014-11;2015-11;2014-12;2015-12;2015-01;2016-01;2015-02;2016-02;2015-03;2016-03;2015-04;2016-04;2015-05;2016-05;2015-06;2016-06;2015-07;2016-07;2016-09;2016-08;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2018-12;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-07;2020-06;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-12;2021-11;2022-01;2022-02;2022-03;2022-04;2022-06;2022-05;2022-08;2022-07;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Tekstil ve Hammaddeleri;İZMIR;15627.76336;12591.21639;13703.59529;13463.8825;15298.86003;14824.91291;12471.82658;11651.59985;11760.36333;11416.46718;11908.81845;11132.0853;10484.76712;13053.61199;12053.2585;13732.7802;14716.12332;13409.95507;13602.11349;14460.16449;16191.91438;11634.20578;9454.79078;12866.16987;12970.55208;13376.74515;12686.63004;12989.33389;14745.02105;11868.3735;18936.21558;15868.55436;17400.64729;14833.05644;12619.79648;14392.83294;14190.52587;15778.71592;16320.80485;16320.80485;14999.4695;18648.76911;18156.93419;17294.08262;19029.95277;13954.83852;17580.28705;13127.56401;13127.87384;16886.74528;19156.69747;13234.75589;13680.75526;10476.98185;13463.02459;14700.82088;16978.36648;9679.54037;11914.25599;10134.18702;17515.34991;16289.89522;19638.04861;11833.52348;13147.50524;11889.25847;15035.96755;6866.00457;8511.28042;16911.56552;12183.36271;11999.42226;15365.63071;20613.56528;19766.40969;26590.275;23893.5837;22677.38712;28170.42026;38720.57605;30791.38201;29891.87556;16254.11286;23132.81806;16984.23719;27945.91925;31556.0149;36900.92752;24466.47166;24964.17649;28252.70391;25110.7647;21514.66842;15369.21969;15839.95908;16501.73348;20255.72525;16703.88432;27582.70573;21653.40546;31551.28987;25847.92544;35778.32514;25363.83597;28193.13891
 Tütün ;İZMIR;63654.72277;25717.53692;57604.02045;46648.84684;40700.51713;43396.37435;42863.46197;55014.13756;51931.15316;42489.73747;48335.46169;44940.17057;50134.35246;67730.70062;85355.4606;39892.21682;75038.63511;21151.27482;35865.1221;36816.77937;52067.89544;30411.59091;33352.46223;44286.2876;76140.75856;46290.0185;36018.62147;48234.35821;39374.07471;33845.89271;40076.42207;37778.45187;70263.10703;49635.4952;40184.8252;54755.35326;84231.65982;55518.71384;52712.04455;52712.04455;43419.33623;58520.33551;39182.36839;32230.21563;43252.42852;62044.19134;56050.20126;44042.20746;67850.06934;84041.42218;74051.34435;53470.1512;48197.52549;50271.54563;39360.57678;33407.95376;57415.76838;37628.00054;37636.4111;28637.09819;64275.97644;58999.91664;46448.13836;52828.35189;52272.36066;31099.18483;54766.76844;36712.33586;49198.11213;50471.04166;57866.15125;47976.79466;52818.63386;50664.4384;36420.49836;66975.47149;35325.69622;31286.14301;30071.03997;32727.15258;41976.7545;59363.24648;32887.49084;40962.67335;69764.84493;50302.95074;38574.59161;33203.91449;34322.66517;36094.81158;38234.5214;33080.40605;50768.05019;31070.45971;53783.29791;31241.81699;59903.13485;56647.16932;49237.46464;49265.81805;36363.81546;45458.50491;45051.95772;35836.09221;61892.89154
 Yaş Meyve ve Sebze  ;İZMIR;16268.50531;10380.83458;9496.04015;19599.86725;12379.75297;32148.02478;12215.82687;22805.12669;12956.85765;9087.16645;6759.31161;5434.89769;6128.30563;5533.60077;7168.90879;7082.05215;5821.20214;7351.12782;6121.39721;11403.79059;12195.92083;7202.68604;6892.52439;8594.36181;7820.38581;13180.02228;20613.92805;12845.30134;8655.62345;8119.85664;6423.43752;2769.52314;4640.12779;9657.33016;7759.43914;9778.18846;13499.63954;17060.3651;35997.22689;35997.22689;10949.99018;10096.0006;13396.43656;6883.68339;10485.03079;8545.73488;6307.16354;8424.3223;11164.57285;18296.39166;30034.27367;9137.31956;16180.2874;6563.32326;4214.78894;3245.37552;8082.63207;17644.99849;13053.34011;11837.34576;14328.36905;17942.85195;31470.21526;23839.46929;15255.02102;10579.05528;9527.58738;5585.44586;12149.67939;16366.39031;20287.53005;14266.90348;15850.54225;18636.48393;28089.21671;27735.11265;12395.70458;11350.74666;10603.37315;8705.96913;9120.23293;20190.43138;16645.2837;16666.657;22278.40522;27753.89861;25353.45039;31681.28604;13105.14601;11009.00979;12535.24747;11367.61857;27634.38005;11564.41492;14157.60145;14333.04703;17232.79863;19633.59321;33779.41046;34078.17133;19755.04327;20518.22598;15770.14585;10547.01512;9063.47411
 Zeytin ve Zeytinyağı ;İZMIR;2655.77331;2437.11999;2510.70099;3592.28595;2354.69866;2565.35584;2511.89275;7314.30903;2427.57648;3625.91362;1432.71962;4595.10373;2420.80316;3297.17229;2477.47457;4409.54867;2933.63532;3744.38849;1670.17272;3536.10407;3150.37804;2832.93293;2102.00217;6086.58056;5390.60851;3592.94913;5716.88551;12152.12462;8949.37907;15535.46903;16502.70946;14284.95783;12143.73271;15739.96477;10340.62464;12865.5093;6835.43401;8319.45642;17582.09001;17582.09001;34828.90529;27181.94891;18983.86547;11154.43507;8672.8095;6425.84304;4943.44611;6108.4235;10022.99693;10141.8272;12231.45995;8706.97406;12176.60049;9115.36276;11165.62675;4703.65516;7020.28807;4371.67803;4547.74022;6161.33994;2631.91665;3865.7395;7547.96098;6960.17777;6869.59105;5795.18689;6096.35767;3729.79937;5703.82576;3575.32239;4790.13866;2054.4619;2431.42988;5310.71516;7168.34481;9995.05067;2127.62081;7817.34978;5195.43833;5434.51363;5621.87997;5888.11207;11231.65475;9498.69741;8328.02229;7222.84311;11580.6995;8648.1005;15679.03713;17090.93934;7570.40214;5322.48609;8159.46641;4820.16869;9620.42334;10941.31423;16094.40207;15646.57019;25832.11053;37031.05979;45335.64404;48064.96464;46749.74524;38702.94418;36736.62557
 Çelik;K.MARAŞ;70.95201;225.83616;0.0;12.83986;172.79135;25.42949;75.1035;75.63204;3.2544;65.0629;0.0;23.69123;61.40536;29.45;44.03673;65.55956;53.97827;19.89614;1.61868;128.26214;10.4522;498.8316;0.08107;49.56349;84.7542;35.55469;49.07369;37.71015;0.0;10.97067;99.00834;39.21939;40.70457;33.0092;4.58028;32.76205;41.71195;48.91583;44.39786;44.39786;58.21971;115.73651;162.4046;2.33366;6.68795;8.04633;11.24942;6.88017;338.41028;7.67428;144.82762;235.70794;16.46894;28.89839;71.47027;15.36895;19.81086;13.20619;91.7915;30.23471;29.7605;126.88543;73.86159;100.60842;40.90504;18.91123;12.97626;106.37992;100.40961;270.0383;136.57158;146.62006;134.48584;82.90023;78.50506;64.07007;56.5501;142.20572;202.5818;251.44996;63.68633;169.83111;61.11951;92.03361;91.42217;72.83652;150.67675;105.72036;95.318;83.69456;163.47186;171.48622;409.48245;240.45692;106.67998;191.03769;260.82448;77.45944;196.14195;97.27229;33.82656;7.72808;85.14544;68.76368;603.68005
 Çimento Cam Seramik ve Toprak Ürünleri;K.MARAŞ;2081.79534;1296.64768;1293.97182;449.06678;572.06;1522.11401;1572.7956;1498.92559;262.56979;1979.26941;2416.33759;36.23522;88.75356;461.148;2765.8488;747.2542;581.2866;1576.87274;3099.72078;121.66495;142.05238;604.24423;1823.93091;716.34518;15.14742;439.24039;803.58199;271.41146;71.31101;3471.57972;4165.1545;2885.26821;1481.3539;1435.51117;2523.82561;181.26187;1191.24825;327.708;80.42886;80.42886;2255.82944;2807.87104;1231.48694;166.39623;1415.71054;1943.92579;1413.69674;161.83956;153.19874;54.01411;137.44899;121.06485;1569.54858;55.23024;245.86588;3016.4701;2615.8864;8296.93424;2762.67631;1045.7144;1437.72085;391.46362;2167.21299;2995.87086;3570.00627;4588.28671;7329.97119;4852.48393;3192.62681;457.89904;1797.77249;2678.31441;1547.5059;304.49847;154.76256;2269.51503;75.93203;370.5213;3482.06734;1255.69617;1807.53337;1241.91234;1104.18051;3212.51435;1890.7357;254.88477;2610.22867;1079.00887;2822.0981;1949.47966;344.85934;7173.19783;2196.00703;3166.60208;2139.63599;615.03548;1855.41932;168.94334;2902.68012;3910.74222;5251.70598;196.01443;1712.86976;248.56777;2104.36311
 Demir ve Demir Dışı Metaller ;K.MARAŞ;8873.5492;7042.90324;9933.89634;5581.85889;6590.77912;7273.06666;8510.29034;9204.2226;7907.57212;9595.48947;8672.83825;8188.62594;11453.65162;8244.74257;8021.52431;7696.92731;5289.32842;8987.5026;5272.73844;8930.48886;5926.0538;5924.91047;4992.50538;6545.05469;7984.14295;9746.9633;12276.8902;11637.63678;11775.06729;11527.42732;14732.90907;10430.50212;10300.34015;7315.04827;9435.9986;9019.49861;8049.84164;12489.55997;12682.92291;12682.92291;11921.39328;13303.40799;14588.10701;15166.31221;14293.33122;11565.0982;16556.04885;13125.65809;13588.18905;14927.45461;14634.50333;13450.31408;13819.20768;13717.54702;13074.51681;18300.7969;14480.4884;11362.36168;13856.61954;11925.89957;11027.44246;14115.43799;10851.37346;11093.87124;12683.41508;14064.73088;17895.6892;10355.75906;9755.92499;14637.88762;14134.66393;13623.7308;12908.60844;16898.94058;14966.77121;19783.73739;16859.02214;18329.53415;26934.17358;22116.40551;17223.55927;24661.06443;16291.31885;18882.97925;22591.75821;18228.62928;24704.36816;21265.44971;16986.86577;20156.05376;21393.80314;14751.42197;20034.43612;11303.46044;20428.69796;12732.49204;17735.33374;15644.41977;21164.32035;24938.43416;18418.61267;6991.16621;10970.92788;11930.62779;13516.97027
 Deri ve Deri Mamulleri ;K.MARAŞ;7.53734;0.0;4.0243;0.60253;3.29888;14.79091;0.3641;4.55654;1.8;4.00952;0.0;9.10641;1.13603;20.936;6.62402;9.55364;0.0;58.05126;3.0;12.78977;2.25;0.45;0.0;0.06856;4.5;2.64877;1.23465;7.0;0.0;0.0;11.0;0.0;4.1;0.9;0.0;0.0;0.0;1.3214;0.9531;0.9531;1.4028;7.94882;17.84042;15.37015;10.95561;10.66221;72.34512;48.57154;48.04479;59.38079;20.56495;31.73092;26.15688;42.53447;150.13855;7.68023;3.84364;0.0;6.97133;0.0;38.86028;9.05599;8.44016;11.43503;0.27716;0.11676;43.90514;0.47802;23.27978;2.91241;34.06613;3.72019;9.05396;49.05338;0.27406;38.2999;0.0;17.66422;24.4542;2.76078;0.03118;35.05588;39.14341;8.18634;1.05466;0.84043;29.82199;12.21969;7.23018;37.56037;4.29268;1.45591;34.02306;0.29064;64.60127;9.36887;13.12712;12.98519;4.3785;16.44673;0.0;0.0;5.03753;1.51159;0.0
 Diğer Sanayi Ürünleri;K.MARAŞ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.94849;0.0;0.0;0.0;0.0;0.50275;0.96;0.18706;1.625;0.0;0.0;0.2;0.325;0.0;0.03793;0.0;0.0;0.03307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11352;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.004;0.0012;0.0;3.45265;0.4511;0.641;0.07269;0.16968;0.14724;2.02896;0.0;0.35612;0.0;4.21249;0.0;0.0;0.00052;0.0;0.54496;0.38906;0.00297;0.00148;0.65899;0.87968;0.0;0.00596;35.75076;0.0;0.0;0.36399;0.0;0.0;1.17271;0.0;0.0;0.0;1.45329;0.0;3.15838;0.0;16.82273;0.0;33.33677;0.0;3.37725;0.045;1.02218;0.0024;0.0;0.39304;0.0;1.64197;0.0;0.0;0.0;0.34136;0.0;0.0
 Elektrik ve Elektronik;K.MARAŞ;66.14151;0.0;0.024;434.65902;12.483;527.04736;7.74898;15.625;57.65125;11.14;0.0;54.67153;11.01099;1.54686;0.00199;17.425;1.875;39.65467;0.0;9.43677;9.58362;24.74524;13.4742;24.68079;103.39266;8.89502;3.01855;23.39408;16.898;2.57075;5.69178;30.55969;18.58754;40.53123;11.8292;1.73061;0.0;39.94381;0.8755;0.8755;84.63645;658.65302;119.47769;959.23029;170.26865;228.83366;39.88693;37.53022;137.31723;20.1146;201.7078;390.25243;179.43393;326.58821;70.02727;302.56507;170.50406;9.5233;47.04011;176.18606;52.38094;87.97189;448.08059;56.94042;31.29412;42.47345;19.27195;62.94728;16.69394;167.83113;265.4799;421.67109;94.0368;234.17813;193.85936;136.68493;82.82744;174.95817;168.95517;578.10633;115.54109;118.10298;52.27089;5.44085;165.00429;1961.89655;76.08715;376.49488;35.72577;380.26407;648.06368;178.5782;473.03673;87.10343;282.88928;60.23761;336.09085;276.2634;379.94847;72.36997;228.98543;51.47295;863.25301;697.44009;267.73415
 Halı ;K.MARAŞ;0.0;0.0;8.11181;0.0;0.0;0.0;0.04831;2.18143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.68334;0.0;7.40134;0.0;7.44069;0.0;0.0;0.0;17.43588;0.17;0.0;0.16541;2.19099;8.19104;0.0;0.0;0.36693;0.0;30.87965;0.0;0.0;14.7126;0.0;24.7515;0.12806;5.92181;11.7533;3.53396;0.4172;7.19164;8.46629;145.68267;27.10421;54.13575;3.60958;10.02608;50.05104;0.0;0.0;1.1795;0.0;137.13919;114.53323;125.01263;3.37275;36.70258;0.46418;9.2236;0.14032;0.07692;20.53832;5.29393;15.7609;61.4375;1.0257;270.41555;26.57245;7.09185;36.12344;40.02772;0.0;0.05448;2.9928;118.65635;90.14032;161.81885;236.61414;141.97645;419.54756;105.85561;11.5528;19.72465;149.41983;34.30576;0.0;101.59244;12.77624;78.24695;71.8526;12.75667;2.47497;126.61887;0.0;36.86953;7.9483;0.36444
 Hazırgiyim ve Konfeksiyon ;K.MARAŞ;5445.00001;3396.47607;5351.25035;4081.26475;2975.8004;4853.50544;3371.82095;5217.24388;4670.03346;5852.64653;6034.83949;4075.29462;4610.6611;3311.4391;4728.22092;3391.99925;5037.72479;3521.83065;4631.98626;4649.60932;5307.59889;5345.93062;4551.36594;4916.75371;5641.18431;5924.66611;3983.16576;6540.19568;6177.98431;3119.52136;4831.37378;4408.60385;4199.54361;5984.27335;5399.47737;6796.9297;3560.53034;4797.9155;5350.08225;5350.08225;7250.39257;5264.60186;6316.77235;5566.64439;6371.89759;5292.86911;6767.26252;4894.04246;5584.41828;7294.96301;6934.04451;7162.78251;6230.69591;7206.73512;7949.14865;6290.80795;8525.60553;4449.86362;8573.79834;5873.38666;5931.11135;6429.78519;7482.61272;7024.17108;6520.67597;5765.98909;6108.15958;6131.9576;6066.65111;8697.75023;7639.42663;6784.41739;8060.2567;8003.50082;8339.24525;11356.22412;8979.78351;8245.54505;9236.85285;9664.55519;8140.75204;11707.92571;9740.85175;10071.31856;9540.22964;10502.14012;11090.56686;10815.91827;8717.43677;11792.99528;10792.94138;11333.28939;10979.20796;7783.49329;12006.69183;9656.68361;11332.44162;11699.74877;10762.02159;9796.75745;9018.84587;4059.60907;4863.31736;5910.52725;7524.56171
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;K.MARAŞ;2922.01399;1182.30795;1175.9219;2693.40805;2136.01782;2235.59538;2166.44571;1853.69832;1549.29657;1722.01309;2079.24169;1635.90394;3143.30776;2590.85912;3291.45925;1913.10894;2530.6307;1574.95117;1317.44249;2000.20396;1675.02764;1168.76835;1266.9896;1071.33374;1633.11907;1758.16893;1468.9621;1421.03197;1922.93122;1392.12761;2578.44526;2821.88553;2595.78729;1193.85972;1340.77886;1254.1443;1306.18772;2101.60946;2472.09268;2472.09268;2128.92327;2480.52321;2154.42209;1505.74942;2011.82582;1471.33896;895.62964;980.20881;1299.7771;1631.91351;1587.11506;1038.69444;1322.16327;2143.16946;1759.24808;2156.17764;1721.6551;983.0488;1089.81757;1240.43364;1557.85904;1744.04269;1242.87375;1722.80151;1236.62158;1419.44598;1404.85813;954.84977;1010.01738;1175.20108;1115.5214;1043.25361;2596.43823;2017.15365;2693.55338;2880.00812;2330.93973;1964.49078;1726.14346;3344.59102;789.37141;1273.40344;1087.66707;1502.72719;2693.63667;2191.32412;3889.48796;3864.7786;3010.3055;3016.19068;2383.446;2702.57048;4270.1367;1943.1822;3817.74379;2377.95801;3184.2978;4020.07449;4747.08108;2472.20431;2688.54386;2616.53054;2047.80279;5416.73919;3360.5096
 İklimlendirme Sanayii;K.MARAŞ;57.82564;908.43447;297.91048;575.11022;375.08616;31.98372;515.18613;279.10894;312.46765;395.71229;9.33374;216.47104;254.54372;600.82785;1207.26168;303.74323;980.29752;381.44302;1156.99608;694.09721;380.5704;299.15628;83.61485;1024.97215;1576.87584;571.54485;1287.78223;534.25233;1656.47399;357.14564;553.11267;775.20169;1855.85971;908.20402;1899.03526;3071.22156;1326.71632;957.66969;2333.61839;2333.61839;1775.03904;2902.64767;1600.77267;1376.47985;1847.6143;1333.12825;2718.92554;2867.55459;1636.38045;1589.45647;2323.81538;934.6024;1093.12914;1318.83328;1842.50412;2887.94604;935.87348;585.745;896.16357;1512.20365;1258.56205;1108.78686;2119.99204;352.84385;1464.28749;2342.37589;952.36486;356.12879;187.63217;1907.06921;311.11383;286.50247;587.96425;85.87172;723.21524;1735.09468;3707.96188;975.07969;1816.90457;1802.73715;947.31414;501.16173;1715.06536;2642.04487;890.69339;1679.90249;1005.59626;1090.66046;678.39752;2173.46904;847.66496;1262.11767;916.40308;233.43429;1954.05503;1018.9294;1266.18352;2434.94638;1658.68532;3091.86823;1149.10724;1441.29418;659.54363;1698.10973;4104.74943
 Kimyevi Maddeler ve Mamulleri  ;K.MARAŞ;705.54895;1003.24787;829.96007;980.78279;807.58028;1552.03474;1072.90162;973.08195;461.48379;779.56853;328.17607;639.90721;657.15982;566.86041;524.28609;640.92243;967.3048;732.66212;930.17693;828.13533;748.91323;771.47187;930.22041;327.27746;490.88916;561.95544;885.50346;654.09571;581.46417;784.71012;711.27524;763.78708;489.06887;720.64636;753.6852;565.16364;1070.81308;1345.9997;787.14018;787.14018;543.46994;837.72203;638.6192;823.35519;447.20258;665.65315;1067.21416;641.62215;900.02537;688.49014;709.56537;666.00547;623.14244;859.56317;638.18946;719.30051;561.45846;447.38722;734.20939;488.96079;684.87027;2896.33901;1573.29297;427.38757;554.12796;711.06921;1074.82899;590.54471;1151.00477;1238.22104;851.08586;782.25212;1289.75565;2317.67462;1787.19775;853.99893;735.8686;1199.46445;1613.90641;1593.72445;962.73297;915.83846;1316.05881;1494.29243;1394.9263;1085.70843;1339.58322;1297.34653;1261.22686;1385.45375;1223.10518;1172.86264;1472.74414;1127.51922;1361.39416;1317.21095;1687.27547;1194.41963;1529.84204;1505.76873;1322.1252;401.14023;1051.39411;806.55588;1278.07718
 Kuru Meyve ve Mamulleri  ;K.MARAŞ;4.01318;0.0;2.6049;0.0;4.09165;0.0;7.893;7.49558;13.755;7.26691;0.0;6.38114;2.77888;5.32673;14.62664;0.0;3.749;5.50579;0.0;11.4;0.0;0.0;6.52;0.0;14.8942;14.74141;13.49493;0.0;3.79848;2.709;0.468;0.0;0.0;0.0;0.0;1.28472;0.0;11.84562;0.13638;0.13638;0.0;1.16615;0.0;0.0;1.6912;0.68116;8.0;25.88996;0.0;11.14341;8.40075;14.78338;0.0;26.9;0.48573;0.45615;44.34572;0.0;0.0;0.59865;0.0;0.55229;8.32253;0.0;0.0;0.0;6.93426;0.0;0.0;0.0;0.0;4.386;0.0;0.0;16.17831;49.16283;0.0;0.71697;46.63923;66.16327;0.0;0.0;0.0;50.61;10.95693;115.60976;0.00312;20.52457;7.067;13.68613;151.59909;240.35525;1.53152;0.02737;1.19591;143.792;23.45834;0.0;11.23292;17.25178;0.0;16.28;0.74039;196.569;362.41352
 Madencilik Ürünleri;K.MARAŞ;103.95478;38.54599;184.82133;35.88792;45.757;118.7446;126.39712;136.80746;44.855;16.10492;108.84518;0.0;110.08708;2.27584;45.60459;50.73217;133.57625;59.34352;111.71253;32.68021;37.6617;7.89888;34.649;37.685;117.12895;0.0;26.02;49.525;0.0;37.807;0.0;0.0;44.82001;217.143;0.0;79.4447;15.506;95.39619;0.0;0.0;0.0;33.009;1.61424;0.0;75.92265;0.0;12.19551;79.92281;3.06353;0.07405;53.94699;4.3336;6.18673;120.96563;30.1488;2.435;49.8432;30.51945;17.453;40.55082;26.59129;16.3336;0.49046;96.62709;66.89441;23.30404;95.13654;66.40981;21.82612;23.20234;40.70974;20.36497;34.06045;77.82148;76.40669;85.42853;114.20258;87.97544;26.61363;7.27273;0.0;175.4174;42.79888;48.79715;23.29794;55.60753;113.01247;43.17918;61.65074;80.53814;102.62105;34.79215;66.11841;91.78607;61.44873;159.37051;129.4774;97.3114;111.02582;160.74239;40.16086;52.58502;67.01999;103.34327;83.40848
 Makine ve Aksamları;K.MARAŞ;532.64447;286.031;449.6178;687.38946;70.24235;209.951;173.06228;858.21692;434.60706;288.03584;112.60555;231.12226;53.844;952.74004;358.60733;546.63166;229.06947;164.83843;175.12432;354.50194;576.11702;490.28228;1116.73458;104.49651;678.15088;571.99224;454.34734;464.71884;2125.82928;898.13692;1221.90369;2073.05023;367.06288;724.36614;1671.94921;2109.56164;316.271;662.41958;741.8401;741.8401;452.58091;522.41156;4307.25855;898.37617;606.96227;538.51772;336.27158;961.2788;449.97174;396.61507;175.71722;1353.15049;770.04441;509.62165;464.60352;757.48957;1352.30604;570.98393;756.17492;931.4025;892.35156;752.21474;476.8327;1232.06978;1056.4228;663.82434;207.74579;854.88926;81.51587;1452.8239;743.36414;1212.92309;912.39089;620.68827;388.33005;375.26558;337.43346;1014.99221;552.83308;604.6466;440.04857;2639.35984;1404.48845;2206.36125;1857.23419;657.41825;2540.70945;718.63841;1413.59832;1752.08026;1417.3305;1348.67818;3843.10339;1201.92828;2144.94508;755.86133;1865.67735;1797.90117;2722.13471;700.81481;1910.63263;199.6777;757.85032;2389.48809;555.6387
 Meyve Sebze Mamulleri ;K.MARAŞ;0.181;3.68103;2.2218;2.54051;6.16599;16.8291;14.91254;18.34717;0.10344;0.85467;0.18092;24.3034;10.7195;7.81318;24.58934;12.47136;67.31658;15.99335;43.3471;1.336;23.76752;5.976;7.60745;44.43336;30.51638;20.92092;30.36174;109.25718;38.7748;20.92783;193.4178;3.6515;5.48922;71.673;3.98165;11.56958;12.1446;5.76825;109.8289;109.8289;66.362;46.69759;22.54555;32.70254;72.44243;34.21667;74.83738;93.26714;42.8036;107.7657;141.28631;94.53637;148.78299;84.28053;63.91896;73.79026;213.021;154.83867;147.33044;109.62028;127.44712;128.40154;127.82952;80.8897;122.05339;157.66827;218.92506;108.31902;107.66148;172.66474;117.41526;113.83306;195.91078;173.08199;107.95017;163.79504;133.3262;237.52147;374.38857;450.81959;349.87456;104.23571;358.49383;87.43155;234.13422;72.45078;21.71348;101.71329;41.17079;188.70804;195.18214;91.89914;201.21236;109.02382;219.22405;527.77028;156.54094;281.4849;155.30604;150.38346;395.05716;26.17184;119.59664;141.41463;163.25391
 Mobilya, Kağıt ve Orman Ürünleri;K.MARAŞ;2758.91752;4342.74877;5832.48074;3663.64882;3293.26386;2780.06855;1913.07778;2657.00596;4103.80138;3274.43438;4149.80454;1290.31859;1813.33078;1063.56263;3139.16097;3467.13319;3827.79268;2757.11706;3872.23693;3455.20296;4851.69723;7430.5279;4314.91714;3434.27093;4628.26827;3903.19775;2407.73994;3116.46335;7008.30372;5395.9679;2356.20943;4106.98704;2670.65695;3338.63538;4327.11863;4071.78336;3952.35767;6545.52326;7877.5428;7877.5428;6448.21946;6763.36736;7539.99669;5397.96631;5451.13126;2326.87916;1743.51659;5242.25659;7088.05378;6143.88284;6146.63246;5016.97673;5033.84491;5719.95119;6289.67945;5303.96199;3641.92576;2955.03019;2141.26457;2989.04603;3832.09691;2789.67086;4142.71157;2686.72624;3546.68152;1784.78204;864.18106;1636.35782;1419.23868;4943.82507;3802.83005;1638.90624;4813.26838;3345.64966;2770.94347;2662.57075;2177.35802;1307.21901;1534.8517;1995.81867;1650.80732;3645.26431;4555.15657;6668.27482;10321.02837;8211.5896;7210.37339;6187.73273;4002.63974;2733.79072;14509.76673;13633.0326;14941.83498;12423.74608;9446.40178;9818.99772;9730.82369;8455.62949;8259.58992;9400.79215;5074.13807;2882.68784;3940.65597;2430.44569;3616.15873
 Mücevher;K.MARAŞ;18.252;35.624;31.784;0.0;0.0;25.736;0.0;0.0;0.0;30.04301;74.52;513.32992;97.3825;54.944;0.0;0.0;0.0;74.89913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.43916;0.0;0.0;0.0;0.0;65.33201;0.0;0.0;0.0;0.0;0.0;0.0;297.02243;0.0;307.08217;0.18498;0.068;0.0;343.90018;0.0;0.0;0.0;0.0;0.0;283.5555;453.78608;0.0;0.0;0.0;0.0;0.0;0.0;0.00684;0.006;293.57648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.35223;2.79326;107.84899;68.31334;0.0;0.0;606.76;575.71054;3.07173;0.0;0.0;0.0;0.0;0.0;0.0;10.749;1.96403;0.0;0.06847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.98483;215.93677;61.86611;0.0;1.20816;46.57027;0.0
 Otomotiv Endüstrisi;K.MARAŞ;0.0;0.0;0.0;2.8;3.61039;164.0768;44.01471;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.70665;0.0;0.0;0.0075;0.0;0.0;0.0;1.3249;0.0;0.0;0.44;0.0;0.7484;1.4653;0.0;0.08799;0.0;78.39885;0.0;0.0;4.17372;46.879;46.879;0.0;0.9388;47.0;104.54224;104.0091;34.88966;152.88426;98.94656;92.06603;112.98122;89.39077;0.0;66.99988;8.74742;10.12026;0.03945;0.0;0.0;11.59604;0.0;51.5037;28.65122;0.18476;0.70919;153.0;11.40231;0.17488;0.09647;14.15053;2.2398;4.99338;5.21956;0.50522;6.27232;1.96044;5.24799;0.01422;0.0;4.148;28.97;1.85794;0.28399;0.0;2.61671;12.69644;22.25054;4.25325;21.43983;4.69953;174.1254;118.02811;86.68896;324.75139;4.13995;6.31432;289.27207;207.90605;10.00554;299.6644;270.43105;260.1179;311.51093;120.95099;2.91338;661.03045
 Su Ürünleri ve Hayvansal Mamuller;K.MARAŞ;1.8967;0.0;1.5161;0.0;49.3931;0.0;0.09;0.0;0.0;0.0;27.50876;0.8256;5.889;8.28485;7.38;0.0;1.9476;1.91491;5.14272;40.064;72.57848;0.8;0.45;1.91112;44.84385;6.55684;6.11671;89.33944;49.10615;45.68268;63.0071;0.0;77.42578;3.56616;8.11027;5.58272;14.76;2.844;111.08293;111.08293;64.09712;56.91972;73.12572;169.25221;22.37767;26.28258;10.72123;0.20514;12.23962;5.60689;13.8306;6.45735;5.98249;10.11115;38.4224;25.9381;17.99861;4.16122;14.10923;8.5704;21.48175;3.81599;7.05957;18.93773;48.82256;9.07559;94.79996;0.02959;11.94946;80.24747;0.2375;81.46254;46.8587;6.05043;30.46236;6.8289;6.85094;1.6311;0.80086;3.12492;1.87343;0.24045;2.69331;4.65571;3.11515;0.30615;0.672;2.457;4.18569;12.63208;6.96604;150.85315;6.0175;0.0;33.7774;2.03259;242.12141;149.448;199.87905;86.6144;2.34894;0.516;4.67671;12.0526;29.99036
